run,zp
402181,21.38
402182,24.52
402183,23.9
402184,21.38
402185,24.52
402186,23.9
402187,21.38
402188,24.52
402189,23.9
402196,21.38
402197,24.52
402198,23.9
402199,21.38
402200,24.52
402201,23.9
402202,21.38
402203,24.52
402204,23.9
402205,21.38
402206,24.52
402207,23.9
402208,21.38
402209,24.52
402210,23.9
402211,21.38
402212,24.52
402213,23.9
402214,21.38
402215,24.52
402216,23.9
402217,21.38
402218,24.52
402219,23.9
402220,21.38
402221,24.52
402222,23.9
402223,21.38
402224,24.52
402225,23.9
402226,21.38
402227,24.52
402228,23.9
402229,21.38
402230,24.52
402231,23.9
402232,21.38
402233,24.52
402234,23.9
402235,21.38
402236,24.52
402237,23.9
402238,21.38
402239,24.52
402240,23.9
402241,21.38
402242,24.52
402243,23.9
402250,21.38
402251,24.52
402252,23.9
402253,21.38
402254,24.52
402255,23.9
402256,21.38
402257,24.52
402258,23.9
402259,21.38
402260,24.52
402261,23.9
402262,21.38
402263,24.52
402264,23.9
402265,21.38
402266,24.52
402267,23.9
402268,21.38
402269,24.52
402270,23.9
402271,21.38
402272,24.52
402273,23.9
407434,21.38
407435,24.52
407436,23.9
407437,21.38
407438,24.52
407439,23.9
407455,21.38
407456,24.52
407457,23.9
407458,21.38
407459,24.52
407460,23.9
407461,21.38
407462,24.52
407463,23.9
407464,21.38
407465,24.52
407466,23.9
407479,21.38
407480,24.52
407481,23.9
407482,21.38
407483,24.52
407484,23.9
407485,21.38
407486,24.52
407487,23.9
407488,21.38
407489,24.52
407490,23.9
407491,21.38
407492,24.52
407493,23.9
407494,21.38
407495,24.52
407496,23.9
407497,21.38
407498,24.52
407499,23.9
407500,21.38
407501,24.52
407502,23.9
407503,21.38
407504,24.52
407505,23.9
407506,21.38
407507,24.52
407508,23.9
407575,21.38
407576,24.52
407577,23.9
407578,21.38
407579,24.52
407580,23.9
407581,21.38
407582,24.52
407583,23.9
407584,21.38
407585,24.52
407586,23.9
407593,21.38
407594,24.52
407595,23.9
407596,21.38
407597,24.52
407598,23.9
408081,21.38
408082,24.52
408083,23.93
408084,21.38
408085,24.52
408086,23.93
408087,21.38
408088,24.52
408089,23.93
408090,21.38
408091,24.52
408092,23.93
408093,21.38
408094,24.52
408095,23.93
408096,21.38
408097,24.52
408098,23.93
408099,21.38
408100,24.52
408101,23.93
408102,21.38
408103,24.52
408104,23.93
408105,21.38
408106,24.52
408107,23.93
408108,21.38
408109,24.52
408110,23.93
408111,21.38
408112,24.52
408113,23.93
408114,21.38
408115,24.52
408116,23.93
408123,21.38
408124,24.52
408125,23.93
408126,21.38
408127,24.52
408128,23.93
408144,21.38
408145,24.52
408146,23.93
408147,21.38
408148,24.52
408149,23.93
408162,21.38
408163,24.52
408164,23.93
408165,21.38
408166,24.52
408167,23.93
408168,21.38
408169,24.52
408170,23.93
408171,21.38
408172,24.52
408173,23.93
408174,21.38
408175,24.52
408176,23.93
408177,21.38
408178,24.52
408179,23.93
408258,21.38
408259,24.52
408260,23.93
408261,21.38
408262,24.52
408263,23.93
408264,21.38
408265,24.52
408266,23.93
408267,21.38
408268,24.52
408269,23.93
408270,21.38
408271,24.52
408272,23.93
408273,21.38
408274,24.52
408275,23.93
408279,21.38
408280,24.52
408281,23.93
408282,21.38
408283,24.52
408284,23.93
408285,21.38
408286,24.52
408287,23.93
408288,21.38
408289,24.52
408290,23.93
408291,21.38
408292,24.52
408293,23.93
408294,21.38
408295,24.52
408296,23.93
408303,21.38
408304,24.52
408305,23.93
408306,21.38
408307,24.52
408308,23.93
408309,21.38
408310,24.52
408311,23.93
408312,21.38
408313,24.52
408314,23.93
408315,21.38
408316,24.52
408317,23.93
408318,21.38
408319,24.52
408320,23.93
408321,21.38
408322,24.52
408323,23.93
408324,21.38
408325,24.52
408326,23.93
412701,21.36
412702,24.5
412703,23.9
412704,21.36
412705,24.5
412706,23.9
412707,21.36
412708,24.5
412709,23.9
412714,21.36
412715,24.5
412716,23.9
412717,21.36
412718,24.5
412719,23.9
412720,21.36
412721,24.5
412722,23.9
412723,21.36
412724,24.5
412725,23.9
412726,21.36
412727,24.5
412728,23.9
412745,21.36
412746,24.5
412747,23.9
412748,21.36
412749,24.5
412750,23.9
412751,21.36
412752,24.5
412753,23.9
412754,21.36
412755,24.5
412756,23.9
412775,21.36
412776,24.5
412777,23.9
412778,21.36
412779,24.5
412780,23.9
412832,21.36
412833,24.5
412834,23.9
412835,21.36
412837,23.9
412838,21.36
412839,24.5
412840,23.9
412841,21.36
412842,24.5
412843,23.9
412847,24.5
412848,21.36
412849,24.5
412850,23.9
412851,21.36
412852,24.5
412853,23.9
412854,21.36
412855,24.5
412856,23.9
412857,21.36
412858,24.5
412859,23.9
412860,21.36
412861,24.5
412862,23.9
412863,21.36
412864,24.5
412865,23.9
412866,21.36
412867,24.5
412868,23.9
412869,21.36
412870,24.5
412871,23.9
413393,21.38
413394,24.52
413395,23.85
413396,21.38
413397,24.52
413398,23.85
413399,21.38
413400,24.52
413401,23.85
413402,21.38
413403,24.52
413404,23.85
413405,21.38
413406,24.52
413407,23.85
413408,21.38
413409,24.52
413410,23.85
413411,21.38
413412,24.52
413413,23.85
413414,21.38
413415,24.52
413416,23.85
413417,21.38
413418,24.52
413419,23.85
413420,21.38
413421,24.52
413422,23.85
413435,21.38
413436,24.52
413437,23.85
413438,21.38
413439,24.52
413440,23.85
413441,21.38
413442,24.52
413443,23.85
413444,21.38
413445,24.52
413446,23.85
413447,21.38
413448,24.52
413449,23.85
413450,21.38
413451,24.52
413452,23.85
413453,21.38
413454,24.52
413455,23.85
413456,21.38
413457,24.52
413458,23.85
413465,21.38
413466,24.52
413467,23.85
413468,21.38
413469,24.52
413470,23.85
413471,21.38
413472,24.52
413473,23.85
413474,21.38
413475,24.52
413476,23.85
413477,21.38
413478,24.52
413479,23.85
413480,21.38
413481,24.52
413482,23.85
413489,21.38
413490,24.52
413491,23.85
413492,21.38
413493,24.52
413494,23.85
413507,21.38
413508,24.52
413509,23.85
413510,21.38
413511,24.52
413512,23.85
413513,21.38
413514,24.52
413515,23.85
413516,21.38
413517,24.52
413518,23.85
413519,21.38
413520,24.52
413521,23.85
413522,21.38
413523,24.52
413524,23.85
413525,21.38
413526,24.52
413527,23.85
413528,21.38
413529,24.52
413530,23.85
413531,21.38
413532,24.52
413533,23.85
413534,21.38
413535,24.52
413536,23.85
413543,21.38
413544,24.52
413545,23.85
413546,21.38
413547,24.52
413548,23.85
413549,21.38
413550,24.52
413551,23.85
413552,21.38
413553,24.52
413554,23.85
413561,21.38
413562,24.52
413563,23.85
413564,21.38
413565,24.52
413566,23.85
413591,21.38
413592,24.52
413593,23.85
413594,21.38
413595,24.52
413596,23.85
413597,21.38
413598,24.52
413599,23.85
413600,21.38
413601,24.52
413602,23.85
413603,21.38
413604,24.52
413605,23.85
413606,21.38
413607,24.52
413608,23.85
413609,21.38
413610,24.52
413611,23.85
413612,21.38
413613,24.52
413614,23.85
413727,21.31
413728,24.45
413729,23.85
413730,21.31
413731,24.45
413732,23.85
413733,21.31
413734,24.45
413735,23.85
413736,21.31
413737,24.45
413738,23.85
413739,21.31
413740,24.45
413741,23.85
413742,21.31
413743,24.45
413744,23.85
413745,21.31
413746,24.45
413747,23.85
413748,21.31
413749,24.45
413750,23.85
413751,21.31
413752,24.45
413753,23.85
413754,21.31
413755,24.45
413756,23.85
413775,21.31
413776,24.45
413777,23.85
413778,21.31
413779,24.45
413780,23.85
413781,21.31
413782,24.45
413783,23.85
413784,21.31
413785,24.45
413786,23.85
413787,21.31
413788,24.45
413789,23.85
413790,21.31
413791,24.45
413792,23.85
413799,21.31
413800,24.45
413801,23.85
413802,21.31
413803,24.45
413804,23.85
413805,21.31
413806,24.45
413807,23.85
413808,21.31
413809,24.45
413810,23.85
413823,21.31
413824,24.45
413825,23.85
413826,21.31
413827,24.45
413828,23.85
413835,21.31
413836,24.45
413837,23.85
413838,21.31
413839,24.45
413840,23.85
413841,21.31
413842,24.45
413843,23.85
413844,21.31
413845,24.45
413846,23.85
413847,21.31
413848,24.45
413849,23.85
413850,21.31
413851,24.45
413852,23.85
413853,21.31
413854,24.45
413855,23.85
413856,21.31
413857,24.45
413858,23.85
413859,21.31
413860,24.45
413861,23.85
413862,21.31
413863,24.45
413864,23.85
413865,21.31
413866,24.45
413867,23.85
413868,21.31
413869,24.45
413870,23.85
413871,21.31
413872,24.45
413873,23.85
413874,21.31
413875,24.45
413876,23.85
413877,21.31
413878,24.45
413879,23.85
413880,21.31
413881,24.45
413882,23.85
413892,21.31
413893,24.45
413894,23.85
413895,21.31
413896,24.45
413897,23.85
413922,21.31
413923,24.45
413924,23.85
413925,21.31
413926,24.45
413927,23.85
413928,21.31
413929,24.45
413930,23.85
413931,21.31
413932,24.45
413933,23.85
413934,21.31
413935,24.45
413936,23.85
413937,21.31
413938,24.45
413939,23.85
414669,21.32
414670,24.46
414671,23.84
414672,21.32
414673,24.46
414674,23.84
414687,21.32
414688,24.46
414689,23.84
414690,21.32
414691,24.46
414692,23.84
414813,21.32
414814,24.46
414815,23.84
414816,21.32
414817,24.46
414818,23.84
414819,21.32
414820,24.46
414821,23.84
414822,21.32
414823,24.46
414824,23.84
414825,21.32
414826,24.46
414827,23.84
414828,21.32
414829,24.46
414830,23.84
414831,21.32
414832,24.46
414833,23.84
414834,21.32
414835,24.46
414836,23.84
414843,21.32
414844,24.46
414845,23.84
414846,21.32
414847,24.46
414848,23.84
414849,21.32
414850,24.46
414851,23.84
414852,21.32
414853,24.46
414854,23.84
414861,21.32
414862,24.46
414863,23.84
414864,21.32
414865,24.46
414866,23.84
414867,21.32
414868,24.46
414869,23.84
414870,21.32
414871,24.46
414872,23.84
414873,21.32
414874,24.46
414875,23.84
414876,21.32
414877,24.46
414878,23.84
414879,21.32
414880,24.46
414881,23.84
414882,21.32
414883,24.46
414884,23.84
414885,21.32
414886,24.46
414887,23.84
414888,21.32
414889,24.46
414890,23.84
414897,21.32
414898,24.46
414899,23.84
414900,21.32
414901,24.46
414902,23.84
414903,21.32
414904,24.46
414905,23.84
414906,21.32
414907,24.46
414908,23.84
414927,21.32
414928,24.46
414929,23.84
414930,21.32
414931,24.46
414932,23.84
414939,21.32
414940,24.46
414941,23.84
414942,21.32
414943,24.46
414944,23.84
418152,21.33
418153,24.47
418154,23.85
418155,21.33
418156,24.47
418157,23.85
418158,21.33
418159,24.47
418160,23.85
418161,21.33
418162,24.47
418163,23.85
418164,21.33
418165,24.47
418166,23.85
418167,21.33
418168,24.47
418169,23.85
418182,21.33
418183,24.47
418184,23.85
418185,21.33
418186,24.47
418187,23.85
418188,21.33
418189,24.47
418190,23.85
418191,21.33
418192,24.47
418193,23.85
418194,21.33
418195,24.47
418196,23.85
418197,21.33
418198,24.47
418199,23.85
418200,21.33
418201,24.47
418202,23.85
418203,21.33
418204,24.47
418205,23.85
418206,21.33
418207,24.47
418208,23.85
418209,21.33
418210,24.47
418211,23.85
418224,21.33
418225,24.47
418226,23.85
418227,21.33
418228,24.47
418229,23.85
418230,21.33
418231,24.47
418232,23.85
418233,21.33
418234,24.47
418235,23.85
418254,21.33
418255,24.47
418256,23.85
418257,21.33
418258,24.47
418259,23.85
418266,21.33
418267,24.47
418268,23.85
418269,21.33
418270,24.47
418271,23.85
418278,21.33
418279,24.47
418280,23.85
418281,21.33
418282,24.47
418283,23.85
418284,21.33
418285,24.47
418286,23.85
418287,21.33
418288,24.47
418289,23.85
418302,21.33
418303,24.47
418304,23.85
418305,21.33
418306,24.47
418307,23.85
418308,21.33
418309,24.47
418310,23.85
418311,21.33
418312,24.47
418313,23.85
418314,21.33
418315,24.47
418316,23.85
418317,21.33
418318,24.47
418319,23.85
418320,21.33
418321,24.47
418322,23.85
418323,21.33
418324,24.47
418325,23.85
418326,21.33
418327,24.47
418328,23.85
418329,21.33
418330,24.47
418331,23.85
418332,21.33
418333,24.47
418334,23.85
418335,21.33
418336,24.47
418337,23.85
418338,21.33
418339,24.47
418340,23.85
418341,21.33
418342,24.47
418343,23.85
418344,21.33
418345,24.47
418346,23.85
418347,21.33
418348,24.47
418349,23.85
418350,21.33
418351,24.47
418352,23.85
418353,21.33
418354,24.47
418355,23.85
418356,21.33
418357,24.47
418358,23.85
418359,21.33
418360,24.47
418361,23.85
418377,21.33
418378,24.47
418379,23.85
418380,21.33
418381,24.47
418382,23.85
418383,21.33
418384,24.47
418385,23.85
418386,21.33
418387,24.47
418388,23.85
418389,21.33
418390,24.47
418391,23.85
418392,21.33
418393,24.47
418394,23.85
418395,21.33
418396,24.47
418397,23.85
418398,21.33
418399,24.47
418400,23.85
418407,21.33
418408,24.47
418409,23.85
418410,21.33
418411,24.47
418412,23.85
418413,21.33
418414,24.47
418415,23.85
418416,21.33
418417,24.47
418418,23.85
418419,21.33
418420,24.47
418421,23.85
418422,21.33
418423,24.47
418424,23.85
427559,21.38
427560,24.52
427561,23.92
427562,21.38
427563,24.52
427564,23.92
427571,21.38
427572,24.52
427573,23.92
427574,21.38
427575,24.52
427576,23.92
427583,21.38
427584,24.52
427585,23.92
427586,21.38
427587,24.52
427588,23.92
427601,21.38
427602,24.52
427603,23.92
427604,21.38
427605,24.52
427606,23.92
427625,21.38
427626,24.52
427627,23.92
427628,21.38
427629,24.52
427630,23.92
427631,21.38
427632,24.52
427633,23.92
427634,21.38
427635,24.52
427636,23.92
427637,21.38
427638,24.52
427639,23.92
427640,21.38
427641,24.52
427642,23.92
427704,21.38
427705,24.52
427706,23.92
427707,21.38
427708,24.52
427709,23.92
427728,21.38
427729,24.52
427730,23.92
427731,21.38
427732,24.52
427733,23.92
427752,21.38
427753,24.52
427754,23.92
427755,21.38
427756,24.52
427757,23.92
427758,21.38
427759,24.52
427760,23.92
427761,21.38
427762,24.52
427763,23.92
427764,21.38
427765,24.52
427766,23.92
427767,21.38
427768,24.52
427769,23.92
427788,21.38
427789,24.52
427790,23.92
427791,21.38
427792,24.52
427793,23.92
427818,21.38
427819,24.52
427820,23.92
427821,21.38
427822,24.52
427823,23.92
427836,21.38
427837,24.52
427838,23.92
427839,21.38
427840,24.52
427841,23.92
427848,21.38
427849,24.52
427850,23.92
427851,21.38
427852,24.52
427853,23.92
457642,21.36
457643,24.5
457644,23.88
457645,21.36
457646,24.5
457647,23.88
457648,21.36
457649,24.5
457650,23.88
457651,21.36
457652,24.5
457653,23.88
457654,21.36
457655,24.5
457656,23.88
457657,21.36
457658,24.5
457659,23.88
457660,21.36
457661,24.5
457662,23.88
457663,21.36
457664,24.5
457665,23.88
457678,21.36
457679,24.5
457680,23.88
457681,21.36
457682,24.5
457683,23.88
457684,21.36
457685,24.5
457686,23.88
457687,21.36
457688,24.5
457689,23.88
457696,21.36
457697,24.5
457698,23.88
457699,21.36
457700,24.5
457701,23.88
457738,21.36
457739,24.5
457740,23.88
457741,21.36
457742,24.5
457743,23.88
457750,21.36
457751,24.5
457752,23.88
457753,21.36
457754,24.5
457755,23.88
457768,21.36
457769,24.5
457770,23.88
457771,21.36
457772,24.5
457773,23.88
457774,21.36
457775,24.5
457776,23.88
457777,21.36
457778,24.5
457779,23.88
457780,21.36
457781,24.5
457782,23.88
457783,21.36
457784,24.5
457785,23.88
457822,21.36
457823,24.5
457824,23.88
457825,21.36
457826,24.5
457827,23.88
459487,21.37
459488,24.51
459489,23.89
459490,21.37
459491,24.51
459492,23.89
459493,21.37
459494,24.51
459495,23.89
459496,21.37
459497,24.51
459498,23.89
459533,21.37
459534,24.51
459535,23.89
459536,21.37
459537,24.51
459538,23.89
459545,21.37
459546,24.51
459547,23.89
459548,21.37
459549,24.51
459550,23.89
459563,21.37
459564,24.51
459565,23.89
459566,21.37
459567,24.51
459568,23.89
459581,21.37
459582,24.51
459583,23.89
459584,21.37
459585,24.51
459586,23.89
459587,21.37
459588,24.51
459589,23.89
459590,21.37
459591,24.51
459592,23.89
459593,21.37
459594,24.51
459595,23.89
459596,21.37
459597,24.51
459598,23.89
459718,21.37
459719,24.51
459720,23.88
459721,21.37
459722,24.51
459723,23.88
459901,21.37
459902,24.51
459903,23.88
459904,21.37
459905,24.51
459906,23.88
459907,21.37
459908,24.51
459909,23.88
459910,21.37
459911,24.51
459912,23.88
459919,21.37
459920,24.51
459921,23.88
459922,21.37
459923,24.51
459924,23.88
459931,21.37
459932,24.51
459933,23.88
459934,21.37
459935,24.51
459936,23.88
460056,21.37
460057,24.51
460058,23.87
460059,21.37
460060,24.51
460061,23.87
460062,21.37
460063,24.51
460064,23.87
460065,21.37
460066,24.51
460067,23.87
460068,21.37
460069,24.51
460070,23.87
460071,21.37
460072,24.51
460073,23.87
460080,21.37
460081,24.51
460082,23.87
460083,21.37
460084,24.51
460085,23.87
460107,21.37
460108,24.51
460109,23.87
460110,21.37
460111,24.51
460112,23.87
460119,21.37
460120,24.51
460121,23.87
460122,21.37
460123,24.51
460124,23.87
460125,21.37
460126,24.51
460127,23.87
460128,21.37
460129,24.51
460130,23.87
460143,21.37
460144,24.51
460145,23.87
460146,21.37
460147,24.51
460148,23.87
460170,21.37
460171,24.51
460172,23.87
460173,21.37
460174,24.51
460175,23.87
460230,21.37
460231,24.51
460232,23.87
460233,21.37
460234,24.51
460235,23.87
460236,21.37
460237,24.51
460238,23.87
460239,21.37
460240,24.51
460241,23.87
460260,21.37
460261,24.51
460262,23.87
460263,21.37
460264,24.51
460265,23.87
460272,21.37
460273,24.51
460274,23.87
460275,21.37
460276,24.51
460277,23.87
460278,21.37
460279,24.51
460280,23.87
460281,21.37
460282,24.51
460283,23.87
460424,21.37
460425,24.51
460426,23.89
460427,21.37
460428,24.51
460429,23.89
460436,21.37
460437,24.51
460438,23.89
460439,21.37
460440,24.51
460441,23.89
460460,21.37
460461,24.51
460462,23.89
460463,21.37
460464,24.51
460465,23.89
460466,21.37
460467,24.51
460468,23.89
460469,21.37
460470,24.51
460471,23.89
460475,21.37
460476,24.51
460477,23.89
460478,21.37
460479,24.51
460480,23.89
460493,21.37
460494,24.51
460495,23.89
460496,21.37
460497,24.51
460498,23.89
460499,21.37
460500,24.51
460501,23.89
460502,21.37
460503,24.51
460504,23.89
460505,21.37
460506,24.51
460507,23.89
460508,21.37
460509,24.51
460510,23.89
460517,21.37
460518,24.51
460519,23.89
460520,21.37
460521,24.51
460522,23.89
460538,21.37
460539,24.51
460540,23.89
460541,21.37
460542,24.51
460543,23.89
460577,21.37
460578,24.51
460579,23.89
460580,21.37
460581,24.51
460582,23.89
470266,21.4
470267,24.54
470268,23.87
470269,21.4
470270,24.54
470271,23.87
470272,21.4
470273,24.54
470274,23.87
470275,21.4
470276,24.54
470277,23.87
470278,21.4
470279,24.54
470280,23.87
470281,21.4
470282,24.54
470283,23.87
470290,21.4
470291,24.54
470292,23.87
470293,21.4
470294,24.54
470295,23.87
470302,21.4
470303,24.54
470304,23.87
470305,21.4
470306,24.54
470307,23.87
470308,21.4
470309,24.54
470310,23.87
470311,21.4
470312,24.54
470313,23.87
470314,21.4
470315,24.54
470316,23.87
470317,21.4
470318,24.54
470319,23.87
470320,21.4
470321,24.54
470322,23.87
470323,21.4
470324,24.54
470325,23.87
470338,21.4
470339,24.54
470340,23.87
470341,21.4
470342,24.54
470343,23.87
470359,21.4
470360,24.54
470361,23.87
470362,21.4
470363,24.54
470364,23.87
470365,21.4
470366,24.54
470367,23.87
470368,21.4
470369,24.54
470370,23.87
470371,21.4
470372,24.54
470373,23.87
470374,21.4
470375,24.54
470376,23.87
470377,21.4
470378,24.54
470379,23.87
470380,21.4
470381,24.54
470382,23.87
470383,21.4
470384,24.54
470385,23.87
470386,21.4
470387,24.54
470388,23.87
470389,21.4
470390,24.54
470391,23.87
470392,21.4
470393,24.54
470394,23.87
470395,21.4
470396,24.54
470397,23.87
470398,21.4
470399,24.54
470400,23.87
470401,21.4
470402,24.54
470403,23.87
470404,21.4
470405,24.54
470406,23.87
470527,21.4
470528,24.54
470529,23.9
470530,21.4
470531,24.54
470532,23.9
470533,21.4
470534,24.54
470535,23.9
470536,21.4
470537,24.54
470538,23.9
470539,21.4
470540,24.54
470541,23.9
470542,21.4
470543,24.54
470544,23.9
470545,21.4
470546,24.54
470547,23.9
470548,21.4
470549,24.54
470550,23.9
470557,21.4
470558,24.54
470559,23.9
470560,21.4
470561,24.54
470562,23.9
470578,21.4
470579,24.54
470580,23.9
470581,21.4
470582,24.54
470583,23.9
470590,21.4
470591,24.54
470592,23.9
470593,21.4
470594,24.54
470595,23.9
470602,21.4
470603,24.54
470604,23.9
470605,21.4
470606,24.54
470607,23.9
470608,21.4
470609,24.54
470610,23.9
470611,21.4
470612,24.54
470613,23.9
470614,21.4
470615,24.54
470616,23.9
470617,21.4
470618,24.54
470619,23.9
470620,21.4
470621,24.54
470622,23.9
470623,21.4
470624,24.54
470625,23.9
470626,21.4
470627,24.54
470628,23.9
470629,21.4
470630,24.54
470631,23.9
470762,21.4
470763,24.54
470764,23.9
470765,21.4
470766,24.54
470767,23.9
470768,21.4
470769,24.54
470770,23.9
470771,21.4
470772,24.54
470773,23.9
470774,21.4
470775,24.54
470776,23.9
470777,21.4
470778,24.54
470779,23.9
470780,21.4
470781,24.54
470782,23.9
470783,21.4
470784,24.54
470785,23.9
470796,21.4
470797,24.54
470798,23.9
470799,21.4
470800,24.54
470801,23.9
470802,21.4
470803,24.54
470804,23.9
470805,21.4
470806,24.54
470807,23.9
470808,21.4
470809,24.54
470810,23.9
470811,21.4
470812,24.54
470813,23.9
470814,21.4
470815,24.54
470816,23.9
470817,21.4
470818,24.54
470819,23.9
470820,21.4
470821,24.54
470822,23.9
470823,21.4
470824,24.54
470825,23.9
470832,21.4
470833,24.54
470834,23.9
470835,21.4
470836,24.54
470837,23.9
470844,21.4
470845,24.54
470846,23.9
470847,21.4
470848,24.54
470849,23.9
470850,21.4
470851,24.54
470852,23.9
470853,21.4
470854,24.54
470855,23.9
470856,21.4
470857,24.54
470858,23.9
470859,21.4
470860,24.54
470861,23.9
474515,21.43
474516,24.57
474517,23.9
474518,21.43
474519,24.57
474520,23.9
474650,21.43
474651,24.57
474652,23.9
474653,21.43
474654,24.57
474655,23.9
474668,21.43
474669,24.57
474670,23.9
474671,21.43
474672,24.57
474673,23.9
474680,21.43
474681,24.57
474682,23.9
474683,21.43
474684,24.57
474685,23.9
474686,21.43
474687,24.57
474688,23.9
474689,21.43
474690,24.57
474691,23.9
475968,21.39
475969,24.53
475970,23.89
475971,21.39
475972,24.53
475973,23.89
475974,21.39
475975,24.53
475976,23.89
475977,21.39
475978,24.53
475979,23.89
475980,21.39
475981,24.53
475982,23.89
475983,21.39
475984,24.53
475985,23.89
475986,21.39
475987,24.53
475988,23.89
475989,21.39
475990,24.53
475991,23.89
475992,21.39
475993,24.53
475994,23.89
475995,21.39
475996,24.53
475997,23.89
475998,21.39
475999,24.53
476000,23.89
476001,21.39
476002,24.53
476003,23.89
476016,21.39
476017,24.53
476018,23.89
476019,21.39
476020,24.53
476021,23.89
476028,21.39
476029,24.53
476030,23.89
476031,21.39
476032,24.53
476033,23.89
476045,21.39
476046,24.53
476047,23.89
476048,21.39
476049,24.53
476050,23.89
476051,21.39
476052,24.53
476053,23.89
476054,21.39
476055,24.53
476056,23.89
476057,21.39
476058,24.53
476059,23.89
476060,21.39
476061,24.53
476062,23.89
476063,21.39
476064,24.53
476065,23.89
476066,21.39
476067,24.53
476068,23.89
476075,21.39
476076,24.53
476077,23.89
476078,21.39
476079,24.53
476080,23.89
476081,21.39
476082,24.53
476083,23.89
476084,21.39
476085,24.53
476086,23.89
476087,21.39
476088,24.53
476089,23.89
476090,21.39
476091,24.53
476092,23.89
476093,21.39
476094,24.53
476095,23.89
476096,21.39
476097,24.53
476098,23.89
476099,21.39
476100,24.53
476101,23.89
476102,21.39
476103,24.53
476104,23.89
476105,21.39
476106,24.53
476107,23.89
476108,21.39
476109,24.53
476110,23.89
476111,21.39
476112,24.53
476113,23.89
476114,21.39
476115,24.53
476116,23.89
476117,21.39
476118,24.53
476119,23.89
476120,21.39
